CUSTOMER_ID,CUSTOMER_AGE,REGION_DENSITY
POL013705,51,17804
POL030370,46,6108
POL005684,40,27003
POL054663,55,34738
POL055459,47,6108
POL005831,44,7788
POL032568,40,34738
POL024192,41,8794
POL030572,38,27003
POL002257,38,290
POL021000,45,8794
POL054431,39,8794
POL020085,57,7788
POL009224,50,8794
POL055424,50,4076
POL052681,45,13051
POL023640,40,8794
POL002115,52,4990
POL032887,38,6108
POL013918,52,34738
POL014478,40,13051
POL015719,47,17804
POL017175,49,17804
POL041801,40,8794
POL011403,43,27003
POL007612,41,34738
POL022197,38,4076
POL056717,39,17804
POL029291,41,34791
POL052635,48,34738
POL029771,48,5410
POL009075,41,17804
POL046857,40,35036
POL011697,50,27003
POL019618,36,8794
POL014183,54,8794
POL008644,61,8794
POL025109,43,34791
POL022543,43,17804
POL025125,37,34738
POL034096,56,34738
POL009918,44,34738
POL045338,47,8794
POL027186,61,8794
POL037071,40,4990
POL042343,38,4076
POL008954,50,27003
POL039563,50,6108
POL002508,42,34738
POL016127,46,27003
POL004391,54,8794
POL024226,48,7788
POL008394,44,34738
POL004593,39,34738
POL055354,43,4076
POL013028,62,6108
POL014689,39,27742
POL028477,48,8794
POL032964,47,8794
POL008123,51,17804
POL007871,49,4990
POL023215,37,27742
POL003115,45,27742
POL007052,39,13051
POL039669,37,34738
POL010595,47,290
POL057747,39,4990
POL048182,45,34738
POL048437,49,27742
POL019288,46,4076
POL055568,53,27003
POL004587,35,73430
POL012936,50,27742
POL050776,40,34738
POL046908,39,34791
POL056011,38,17804
POL013775,37,8794
POL041802,40,27003
POL001415,38,20905
POL053318,49,73430
POL004357,35,21622
POL025008,49,7788
POL055766,49,8794
POL020622,39,27003
POL044882,47,5410
POL055252,42,21622
POL028757,53,8794
POL016399,37,21622
POL012012,37,8794
POL010515,52,4076
POL023589,38,34791
POL012532,42,4076
POL046540,35,27003
POL023663,54,7788
POL013041,36,290
POL022144,43,73430
POL051804,39,4076
POL030373,55,8794
POL042068,41,8794
POL015110,35,27003
POL021680,57,27003
POL027092,43,8794
POL026397,58,8794
POL058001,64,8794
POL036508,35,34791
POL026040,45,27003
POL054694,38,73430
POL002420,40,8794
POL036765,39,4076
POL037731,37,4076
POL035538,40,8794
POL058580,52,17804
POL050824,49,8794
POL053995,59,6112
POL013824,41,7788
POL003916,53,34738
POL058054,40,8794
POL052531,62,4076
POL001354,40,8794
POL034778,57,8794
POL012336,55,8794
POL042296,40,27003
POL043859,42,73430
POL045475,35,8794
POL054869,44,6112
POL046570,60,8794
POL007225,37,34738
POL042396,50,4076
POL002653,49,73430
POL034223,62,8794
POL051848,35,7788
POL000565,39,27003
POL049873,56,8794
POL027975,45,5410
POL026875,50,27003
POL028818,46,7788
POL038848,49,34738
POL018525,46,4076
POL005203,36,34738
POL008673,35,34791
POL007748,35,6112
POL056838,47,5410
POL040046,42,27003
POL000758,37,4990
POL012332,58,8794
POL047083,50,7788
POL027138,47,17804
POL010580,42,65567
POL050541,38,4076
POL054772,37,8794
POL015316,43,27742
POL040221,39,34738
POL043677,49,17804
POL026894,48,8794
POL051989,40,34791
POL044211,50,5410
POL024758,35,8794
POL025174,36,27003
POL046934,43,34738
POL005333,44,8794
POL038657,45,290
POL033291,47,5410
POL024467,45,7788
POL058345,44,8794
POL019797,42,27003
POL054332,49,7788
POL019298,44,27003
POL037993,38,34738
POL009405,36,8794
POL025092,49,8794
POL046606,41,7788
POL028286,39,8794
POL006954,37,34738
POL016416,58,8794
POL039865,40,8794
POL038643,46,4076
POL021217,48,8794
POL024590,44,73430
POL022500,40,8794
POL052420,50,6108
POL050249,35,7788
POL008749,40,8794
POL016767,48,4990
POL007957,37,8794
POL018187,49,73430
POL040041,47,34738
POL041967,43,4076
POL023453,36,4076
POL016543,55,73430
POL032144,48,6112
POL053023,40,8794
POL019367,58,34738
POL026787,62,8794
POL042221,48,4076
POL040656,35,34738
POL020130,41,4076
POL041058,50,4990
POL009315,48,6112
POL018853,49,8794
POL044002,45,27003
POL036163,51,8794
POL006579,40,34738
POL040231,40,34791
POL016818,47,27003
POL011754,54,27003
POL018691,52,34738
POL030636,56,8794
POL007774,37,73430
POL022821,55,8794
POL044413,36,8794
POL027739,40,4076
POL034685,37,27742
POL004616,36,6108
POL001847,51,4076
POL006786,45,4076
POL000114,36,13051
POL009284,64,8794
POL038782,54,8794
POL055604,50,7788
POL040239,48,8794
POL014169,40,290
POL042468,52,6108
POL047936,40,34738
POL027666,47,34738
POL023771,40,34738
POL008608,41,5410
POL058025,38,8794
POL000855,41,34791
POL038511,43,27003
POL011298,36,8794
POL058490,61,8794
POL026488,63,34791
POL008839,43,4990
POL042511,45,8794
POL041827,50,8794
POL042882,47,6108
POL040401,35,34738
POL050634,40,5410
POL034352,44,6112
POL016259,48,5410
POL041043,52,8794
POL025050,49,8794
POL046126,46,4990
POL022633,45,5410
POL010174,36,4990
POL029865,48,7788
POL033761,41,27003
POL013064,44,8794
POL019075,49,8794
POL038055,45,17804
POL021152,40,73430
POL041173,40,27003
POL052761,59,5410
POL021486,45,73430
POL037328,52,4076
POL007341,43,6108
POL046998,62,34791
POL052780,64,13051
POL002310,38,5410
POL021378,44,17804
POL027641,55,7788
POL032191,47,6112
POL058074,42,34791
POL010807,40,8794
POL039798,54,4990
POL035475,53,17804
POL052723,53,7788
POL013644,37,73430
POL039287,45,8794
POL052270,57,34791
POL029347,39,8794
POL006223,40,27003
POL000327,54,8794
POL014843,38,4076
POL037164,39,27003
POL035877,37,73430
POL009754,43,8794
POL030621,36,27003
POL004642,40,5410
POL042568,49,4990
POL016905,44,21622
POL011328,39,34791
POL047586,43,27742
POL033097,53,73430
POL024950,37,4076
POL029713,50,8794
POL010860,43,4076
POL015808,44,4076
POL051519,43,27003
POL036255,45,8794
POL010060,57,21622
POL028911,50,7788
POL047662,35,65567
POL038083,43,73430
POL032156,43,7788
POL002843,50,13051
POL025608,46,5410
POL023599,58,4076
POL008205,45,8794
POL033978,40,8794
POL039302,40,27003
POL019446,49,27003
POL001860,47,34738
POL051429,47,27003
POL007924,43,7788
POL020046,40,73430
POL045141,47,17804
POL004698,55,5410
POL030564,40,4990
POL057776,50,27003
POL033154,44,34738
POL038085,44,34738
POL037652,38,34738
POL038570,41,73430
POL026624,43,8794
POL003600,40,5410
POL054129,54,5410
POL034585,40,6108
POL034076,38,7788
POL048489,43,6108
POL018644,44,27003
POL041149,37,5410
POL046413,48,6112
POL010968,40,13051
POL022615,48,7788
POL031214,43,4076
POL031383,52,8794
POL016258,41,6108
POL019116,52,34738
POL043409,53,27003
POL052770,49,73430
POL042836,49,8794
POL056872,52,34738
POL043393,39,4076
POL036304,46,16733
POL042579,50,8794
POL048291,46,34738
POL011810,42,27003
POL032466,37,17804
POL010780,45,6108
POL048678,43,27742
POL018473,41,27003
POL011693,53,4076
POL024507,47,6112
POL029756,42,8794
POL009238,36,8794
POL050059,52,27003
POL009120,46,4990
POL014610,50,5410
POL028540,45,8794
POL034428,42,4990
POL029318,37,8794
POL038616,42,8794
POL008651,35,27003
POL035130,45,17804
POL049768,48,7788
POL028555,40,8794
POL040122,35,27003
POL041659,40,5410
POL031415,40,65567
POL044533,52,73430
POL034705,55,73430
POL018476,50,5410
POL028181,42,8794
POL036427,42,4990
POL027647,43,8794
POL008853,45,13051
POL011301,50,8794
POL025313,55,4076
POL014787,42,27003
POL052778,43,34791
POL037388,44,8794
POL020947,40,6108
POL011097,35,34738
POL044707,45,6112
POL002187,35,7788
POL047386,40,27003
POL001527,48,34738
POL048108,48,27003
POL044757,68,8794
POL018757,43,3264
POL042517,48,4076
POL048063,41,8794
POL030303,46,13051
POL033999,47,17804
POL056144,49,4076
POL012031,35,34791
POL055783,61,7788
POL008054,35,27003
POL054372,67,8794
POL056276,40,13051
POL041019,45,4990
POL025103,39,27742
POL029637,45,34738
POL011777,48,73430
POL044168,51,27003
POL017757,42,7788
POL040087,35,7788
POL052591,56,8794
POL005776,45,73430
POL041599,37,290
POL048142,43,4076
POL035535,40,34738
POL047338,44,8794
POL034922,44,4076
POL037019,41,5410
POL020556,42,13051
POL043057,46,34791
POL058287,35,8794
POL038434,40,4076
POL046325,47,4076
POL045167,47,21622
POL025493,39,65567
POL018862,50,27003
POL007193,47,4076
POL024284,47,34791
POL022521,47,4076
POL053450,47,27003
POL003112,50,7788
POL041509,42,4076
POL012007,35,17804
POL053424,39,34738
POL029316,36,73430
POL049034,36,17804
POL005347,40,27742
POL056298,45,6108
POL045279,38,27003
POL029340,52,7788
POL029654,37,6112
POL052594,40,73430
POL002656,43,27003
POL043697,49,17804
POL015712,45,8794
POL034159,54,7788
POL005078,41,27003
POL019617,54,8794
POL007428,41,73430
POL007763,39,27003
POL052682,48,8794
POL034514,37,34738
POL010051,43,8794
POL022394,50,4076
POL022662,44,8794
POL003900,40,4076
POL029641,39,4076
POL019318,44,5410
POL036580,39,8794
POL043707,51,73430
POL057082,43,6112
POL011355,43,6108
POL020611,44,4076
POL037820,48,27003
POL017497,43,8794
POL005247,59,27003
POL008646,36,34738
POL056880,39,34791
POL025055,49,34738
POL000644,36,17804
POL037528,65,6108
POL057343,39,34738
POL006261,57,5410
POL014854,35,5410
POL009191,40,65567
POL017035,50,8794
POL030713,47,27003
POL021530,39,4076
POL035631,39,34738
POL020306,43,5410
POL037083,42,4076
POL011121,40,7788
POL041955,47,34738
POL044790,39,8794
POL056350,49,27003
POL040881,45,27003
POL044224,47,8794
POL032729,39,73430
POL028217,52,4076
POL023741,53,21622
POL032537,49,27003
POL051686,48,27003
POL005523,52,27003
POL018379,35,13051
POL046477,47,7788
POL014377,40,4076
POL044396,53,8794
POL030993,52,8794
POL048870,47,7788
POL013736,40,5410
POL038753,53,34738
POL037536,74,8794
POL003867,44,27003
POL056102,45,34738
POL018585,39,73430
POL021450,41,8794
POL037190,49,4990
POL024204,45,34738
POL044988,41,4076
POL054262,45,5410
POL010639,48,27742
POL000357,40,7788
POL020009,45,8794
POL044980,43,4076
POL015852,35,8794
POL011907,56,7788
POL050206,48,7788
POL025431,36,8794
POL053932,36,6108
POL004468,36,4990
POL058251,44,8794
POL001334,37,8794
POL052465,40,34738
POL005919,44,34791
POL032077,46,5410
POL015293,43,8794
POL004932,41,8794
POL008532,36,27003
POL055980,52,7788
POL008207,39,6108
POL030855,39,4076
POL034082,50,34738
POL040520,35,4076
POL014513,44,34738
POL042679,48,8794
POL020803,58,8794
POL044042,38,5410
POL006491,47,8794
POL012311,54,34738
POL044603,48,8794
POL023258,37,4076
POL023110,41,34791
POL031613,44,4076
POL051194,55,34738
POL011340,46,290
POL036698,61,34738
POL046514,37,8794
POL020289,39,8794
POL037451,40,34738
POL008722,37,34738
POL048793,49,27003
POL017963,35,8794
POL055910,44,8794
POL052879,58,5410
POL016597,58,6112
POL034296,48,8794
POL030191,40,8794
POL033153,45,34738
POL002292,44,17804
POL047197,50,34738
POL014545,39,4990
POL047797,53,6108
POL032269,48,8794
POL038001,39,6112
POL041003,45,34738
POL041819,39,27003
POL049387,40,8794
POL035892,41,8794
POL028810,39,8794
POL039662,50,65567
POL049792,52,8794
POL003205,44,8794
POL054993,37,5410
POL024537,47,5410
POL013884,49,7788
POL015786,52,5410
POL023706,38,7788
POL039158,36,34738
POL048924,39,4076
POL008779,50,17804
POL039230,41,34791
POL038031,43,4076
POL020162,41,8794
POL056058,39,7788
POL020854,39,27003
POL004244,39,8794
POL048494,40,8794
POL049503,45,27003
POL053951,40,34791
POL034588,44,73430
POL006477,48,21622
POL023120,41,4076
POL007093,39,7788
POL053909,36,4076
POL055346,47,34738
POL026523,38,27003
POL052522,46,5410
POL021127,39,27003
POL053353,35,4076
POL005935,64,6112
POL042761,50,6108
POL046945,37,73430
POL034560,47,8794
POL045041,41,27003
POL039804,49,6108
POL019348,45,6112
POL055707,56,8794
POL057042,40,8794
POL033406,40,5410
POL017876,41,5410
POL029243,49,34791
POL016003,46,20905
POL016949,35,8794
POL024703,36,27003
POL050595,53,8794
POL005714,44,5410
POL038169,39,7788
POL037459,51,8794
POL012548,40,27003
POL031527,54,34738
POL034230,47,4076
POL006704,43,4990
POL025490,44,34738
POL040049,59,27003
POL033135,48,27003
POL000423,47,4990
POL023051,48,4990
POL009628,47,290
POL035003,36,27003
POL018337,35,73430
POL015102,54,7788
POL045043,58,8794
POL047349,37,34738
POL020958,37,27742
POL032636,40,8794
POL031332,36,13051
POL030926,41,7788
POL031341,39,27742
POL005562,48,73430
POL036961,55,34738
POL051539,46,73430
POL039844,47,17804
POL011927,48,4076
POL004316,48,17804
POL023466,47,73430
POL058547,41,8794
POL029017,40,4076
POL050740,43,34738
POL029813,35,27003
POL036701,52,4076
POL014014,37,5410
POL016139,39,6108
POL035423,40,7788
POL000553,53,73430
POL024893,38,27003
POL034619,54,6108
POL013779,41,7788
POL025108,58,4076
POL050225,48,6112
POL021095,41,4076
POL047773,43,8794
POL056392,54,5410
POL024079,39,5410
POL003844,35,8794
POL025606,50,34738
POL003966,54,27003
POL024235,43,17804
POL003333,41,8794
POL034832,36,27003
POL021792,52,4076
POL053597,53,8794
POL032459,37,5410
POL012775,45,6112
POL054543,35,73430
POL020434,45,8794
POL056989,44,5410
POL044530,54,27003
POL009021,61,7788
POL035037,62,7788
POL022515,38,8794
POL034047,39,8794
POL011233,45,5410
POL046024,54,8794
POL041791,35,5410
POL054906,39,7788
POL030054,36,17804
POL026401,44,34738
POL030231,48,4990
POL008965,36,34791
POL005081,43,4076
POL028987,42,34791
POL014628,53,8794
POL035408,49,8794
POL053247,36,4076
POL039135,48,8794
POL001459,47,13051
POL055609,50,34738
POL053796,43,5410
POL003810,49,8794
POL008224,37,34738
POL003391,37,27003
POL001598,45,5410
POL012839,50,27742
POL052654,47,34738
POL056458,41,8794
POL017928,47,17804
POL048562,48,27003
POL025142,39,34738
POL049593,37,4076
POL048884,45,5410
POL035503,37,17804
POL024843,36,27003
POL018355,47,4076
POL011023,51,4076
POL049146,52,17804
POL015615,45,8794
POL015427,58,34738
POL012335,41,73430
POL030095,40,8794
POL036823,47,27003
POL022678,54,34738
POL022811,44,8794
POL024945,46,27003
POL013353,48,27003
POL054665,45,27003
POL033212,41,73430
POL027780,39,8794
POL015247,48,34738
POL020777,41,27742
POL000916,49,34738
POL006513,57,8794
POL045472,39,35036
POL053206,44,73430
POL045792,41,8794
POL005539,45,34738
POL030894,44,5410
POL043528,38,34738
POL047702,48,34738
POL007188,54,34738
POL045444,36,4076
POL021050,48,4076
POL006262,45,17804
POL052153,40,27003
POL045483,45,290
POL029299,47,13051
POL031562,55,8794
POL001376,49,8794
POL017302,54,73430
POL013975,43,27003
POL020521,40,8794
POL039051,44,34738
POL036057,40,73430
POL009018,50,7788
POL013155,50,27003
POL013681,51,73430
POL016548,48,8794
POL021208,47,34738
POL000434,35,290
POL050028,49,4076
POL040583,37,34738
POL017479,40,7788
POL008227,56,17804
POL022186,49,34738
POL029684,41,8794
POL037091,62,34738
POL020738,35,27003
POL011571,43,8794
POL045084,36,27003
POL021371,52,4076
POL055670,40,27003
POL018826,46,8794
POL050952,47,8794
POL050796,45,4076
POL055320,50,17804
POL053919,46,34791
POL020606,43,8794
POL041159,44,4990
POL015616,55,73430
POL035023,37,27742
POL010533,57,27003
POL002795,46,17804
POL048014,42,34738
POL044056,53,7788
POL013206,41,73430
POL039432,57,8794
POL009649,52,73430
POL016940,35,27003
POL030768,44,5410
POL047077,42,5410
POL007909,39,27003
POL050170,41,8794
POL048149,48,17804
POL016069,40,34738
POL020722,43,5410
POL049633,58,290
POL030237,37,27003
POL017835,43,27003
POL014447,49,73430
POL014495,36,4076
POL018217,62,6112
POL049501,44,34738
POL010414,39,27003
POL025645,43,34738
POL017953,48,16733
POL030922,45,4990
POL007002,48,5410
POL050714,52,34738
POL014040,46,8794
POL024568,51,8794
POL002712,63,7788
POL043052,36,4990
POL024948,52,17804
POL012946,41,27003
POL009980,45,4076
POL039402,45,8794
POL018190,38,27003
POL013296,48,8794
POL052621,37,6112
POL032995,53,4076
POL044749,36,8794
POL024920,38,16733
POL033230,43,7788
POL002879,47,17804
POL027242,44,8794
POL003140,41,8794
POL042977,60,8794
POL037066,41,8794
POL052011,40,27003
POL019840,61,27003
POL008154,39,6112
POL021501,41,6112
POL021344,39,7788
POL047139,36,27003
POL053302,43,4990
POL015016,49,34738
POL007256,52,27003
POL042090,50,7788
POL049261,44,34738
POL006602,43,27003
POL050991,43,8794
POL028854,44,21622
POL020829,41,34738
POL048277,54,17804
POL056259,39,8794
POL041437,66,17804
POL012680,35,8794
POL041177,58,8794
POL023784,43,34738
POL033859,48,73430
POL029130,41,27003
POL039024,47,8794
POL005852,36,8794
POL010849,41,6112
POL036064,47,27003
POL007798,52,290
POL011635,49,5410
POL012544,37,8794
POL054140,54,27003
POL046817,57,21622
POL034825,42,73430
POL011020,54,6112
POL053699,41,17804
POL049734,43,8794
POL037851,45,8794
POL005971,41,73430
POL038036,49,6108
POL014942,53,17804
POL029265,48,4076
POL000625,47,73430
POL015260,47,34738
POL053341,35,8794
POL031026,47,7788
POL032478,35,27003
POL004033,52,4990
POL043024,36,21622
POL004345,44,17804
POL026066,51,8794
POL025812,40,8794
POL019477,52,4076
POL034361,36,5410
POL036939,39,34738
POL013122,40,6108
POL051721,45,8794
POL020792,56,7788
POL034498,39,8794
POL010545,49,4076
POL057454,46,7788
POL022439,61,34738
POL019227,45,6112
POL029167,41,6108
POL009970,41,8794
POL036170,52,4076
POL031067,52,4076
POL003807,38,4076
POL000234,46,34738
POL008004,50,73430
POL015935,44,73430
POL045416,40,13051
POL042758,52,34738
POL014252,45,17804
POL000337,46,290
POL046178,44,27003
POL017776,43,34738
POL012274,39,8794
POL016876,37,27003
POL035693,49,27742
POL019144,46,8794
POL057429,47,34738
POL019439,40,4076
POL022854,42,8794
POL020368,47,4076
POL039785,45,8794
POL028836,39,4076
POL047344,47,17804
POL005066,35,8794
POL027222,46,8794
POL039612,46,5410
POL008884,43,8794
POL030976,43,17804
POL035034,62,8794
POL021272,37,8794
POL024465,61,4076
POL007273,37,8794
POL017281,40,7788
POL049793,51,6112
POL019970,40,7788
POL037772,54,27742
POL046502,58,5410
POL026403,35,17804
POL003709,51,8794
POL009061,40,17804
POL058409,40,8794
POL012733,37,27003
POL034046,39,8794
POL016907,39,8794
POL016059,37,8794
POL039843,37,34738
POL003789,41,8794
POL032063,43,27003
POL004122,45,16733
POL042180,47,17804
POL013456,53,35036
POL047569,37,8794
POL008867,40,7788
POL039400,40,8794
POL026248,53,27003
POL024446,40,65567
POL041041,43,8794
POL039931,39,6108
POL055685,36,8794
POL032012,40,4076
POL018919,44,34738
POL029601,45,6112
POL054325,56,34791
POL005470,47,8794
POL009142,55,8794
POL009998,39,4076
POL025345,46,4076
POL032828,41,34738
POL046177,41,8794
POL026574,39,34738
POL024533,40,8794
POL047024,37,27003
POL025062,36,8794
POL027358,44,7788
POL051099,36,8794
POL024253,47,5410
POL003209,44,7788
POL048123,64,34738
POL023094,47,27003
POL043449,44,27003
POL029811,39,4990
POL040466,46,4076
POL002677,62,34738
POL042291,40,21622
POL016535,53,34738
POL027424,45,73430
POL055277,35,21622
POL002609,39,4076
POL008892,37,34738
POL034023,41,73430
POL014314,50,35036
POL009201,48,7788
POL006355,38,17804
POL022143,40,290
POL043340,40,5410
POL013131,41,27003
POL033435,59,6112
POL049839,42,290
POL036206,52,34791
POL003998,40,27742
POL041968,40,8794
POL057960,35,17804
POL028721,39,34738
POL032380,52,17804
POL032693,43,34738
POL055075,45,5410
POL035914,42,20905
POL043482,60,34738
POL008695,47,8794
POL031950,45,34738
POL004963,44,8794
POL042945,57,7788
POL002396,43,27003
POL011722,44,4076
POL051828,52,27003
POL001401,50,8794
POL057737,43,8794
POL042372,40,5410
POL052240,35,5410
POL048859,36,4076
POL042683,43,8794
POL044076,40,34738
POL051412,42,73430
POL048736,56,34738
POL058512,45,8794
POL024816,39,4076
POL013969,60,27003
POL050589,50,8794
POL052397,40,8794
POL051473,46,27742
POL042709,37,4076
POL044186,45,27003
POL037204,38,34738
POL045729,44,73430
POL025460,44,27003
POL053286,37,4990
POL046110,54,8794
POL038249,46,27003
POL027064,39,27003
POL019884,35,4076
POL017370,53,27003
POL000398,35,8794
POL012715,43,4076
POL021142,37,27003
POL052083,50,7788
POL045021,61,8794
POL027100,36,27003
POL051739,56,8794
POL013794,50,17804
POL019530,39,34738
POL032024,42,34738
POL039012,46,73430
POL037749,40,7788
POL026232,51,34738
POL017829,44,27003
POL033594,38,27003
POL041233,36,8794
POL044754,52,8794
POL055768,48,5410
POL040402,43,8794
POL032640,37,27003
POL049648,41,17804
POL013610,36,27742
POL049837,40,4076
POL051286,49,6112
POL051450,36,8794
POL000019,47,8794
POL036333,62,8794
POL019337,38,7788
POL014940,44,27003
POL018881,44,8794
POL035667,42,4076
POL050009,39,8794
POL004811,44,34738
POL003570,47,8794
POL011804,39,8794
POL043666,53,4076
POL019402,47,27003
POL038768,39,6112
POL046814,57,4076
POL009630,55,8794
POL005572,39,6112
POL011442,35,8794
POL009944,46,27003
POL002789,50,34791
POL041466,35,6112
POL050997,37,27003
POL024085,54,4990
POL005246,40,8794
POL000264,49,27742
POL005408,37,4076
POL027649,45,7788
POL028428,42,34738
POL049801,47,8794
POL022176,57,7788
POL048573,40,6112
POL026017,43,27003
POL003171,40,34791
POL014360,45,27003
POL010732,56,73430
POL012058,36,16206
POL015918,64,7788
POL013398,45,6108
POL040533,45,7788
POL050974,43,7788
POL011895,40,27003
POL033226,54,5410
POL051801,41,6112
POL026732,42,27003
POL049809,44,4076
POL000456,54,34738
POL043586,35,8794
POL018692,49,34738
POL002990,56,8794
POL034906,51,34738
POL008725,58,13051
POL042298,43,27003
POL043411,50,27003
POL054946,37,65567
POL025878,37,6112
POL046388,54,34738
POL005232,41,27003
POL049704,39,4990
POL028029,35,34738
POL000025,45,8794
POL046127,45,6108
POL036795,49,34738
POL007460,45,8794
POL049929,44,17804
POL025678,46,7788
POL002830,38,17804
POL034909,58,27003
POL007872,43,27003
POL038270,45,8794
POL033764,44,8794
POL019438,51,8794
POL036634,42,27003
POL048627,50,7788
POL002828,58,34738
POL016570,52,4076
POL008698,45,8794
POL039283,54,73430
POL057209,38,27003
POL037300,40,5410
POL034106,52,6112
POL004705,45,34738
POL037271,50,16206
POL004400,42,8794
POL033465,40,6112
POL051056,35,27003
POL038628,38,8794
POL048797,51,8794
POL056315,52,27003
POL056216,44,3264
POL006172,37,17804
POL049203,48,17804
POL056556,48,34738
POL048832,41,34738
POL053607,40,34791
POL002993,57,27742
POL025639,50,34791
POL027629,37,5410
POL018924,40,27003
POL049722,42,4076
POL034949,37,8794
POL053712,49,34791
POL037683,47,27742
POL025388,50,17804
POL025551,40,5410
POL048080,40,73430
POL037571,48,27003
POL043322,36,8794
POL023414,56,8794
POL037097,36,5410
POL012453,54,65567
POL026631,36,34791
POL040000,50,8794
POL018164,42,6112
POL005769,36,73430
POL029372,39,8794
POL013246,50,6112
POL013404,45,34738
POL036851,44,8794
POL051814,41,5410
POL047206,35,73430
POL009558,50,34738
POL042502,45,8794
POL040829,40,8794
POL038288,40,27003
POL009981,48,27003
POL056802,44,7788
POL026926,51,8794
POL003054,35,27003
POL052105,38,5410
POL043184,37,8794
POL046112,37,27742
POL035349,40,35036
POL007060,48,34791
POL006542,49,34738
POL044644,43,4076
POL049845,42,17804
POL004653,44,34738
POL035806,35,4076
POL057875,43,4076
POL023891,35,73430
POL011488,58,4990
POL013058,52,5410
POL022422,35,34738
POL045096,45,5410
POL023482,44,27003
POL043553,44,4990
POL009297,52,290
POL003663,46,27003
POL022441,43,8794
POL028754,54,27003
POL037720,54,16206
POL033350,41,73430
POL020780,40,7788
POL028614,39,27003
POL010041,37,8794
POL049435,50,73430
POL026215,41,7788
POL058333,40,27003
POL004640,37,8794
POL015780,47,8794
POL050213,56,34738
POL025119,36,8794
POL023556,50,17804
POL047604,36,8794
POL019714,43,27003
POL048399,59,34738
POL016977,40,27003
POL056019,39,27003
POL047957,45,27003
POL005682,40,8794
POL031925,36,8794
POL039105,47,16733
POL001125,36,73430
POL001579,39,6112
POL007120,41,34738
POL044605,41,8794
POL013826,51,34738
POL004878,44,8794
POL043835,54,34738
POL042257,48,4076
POL041091,40,16206
POL033603,36,17804
POL033160,40,7788
POL018290,60,8794
POL036253,36,8794
POL058527,36,27003
POL058566,40,7788
POL031532,39,8794
POL037727,44,7788
POL029718,61,4076
POL022301,41,8794
POL000342,39,8794
POL056540,47,34738
POL057851,57,8794
POL044501,48,4076
POL001922,35,4076
POL024671,56,8794
POL050446,39,8794
POL027806,49,5410
POL014856,42,73430
POL029577,38,27003
POL022726,61,27003
POL035716,40,27003
POL051937,40,34738
POL005929,39,8794
POL022077,35,27742
POL003799,41,65567
POL035177,51,34738
POL043961,47,34738
POL037211,43,34738
POL039412,62,6108
POL022846,47,6112
POL037200,51,8794
POL051158,48,7788
POL051639,40,8794
POL037061,37,27003
POL003185,36,73430
POL005786,45,4990
POL008874,45,8794
POL036491,37,17804
POL001619,50,8794
POL030631,45,13051
POL055026,65,7788
POL015995,36,7788
POL046427,37,8794
POL031424,53,4990
POL000363,42,8794
POL058407,42,73430
POL020641,43,8794
POL038684,44,8794
POL055751,36,8794
POL022965,40,16733
POL029206,54,4076
POL000476,41,4076
POL003992,40,27003
POL051249,42,73430
POL009210,53,8794
POL003491,38,65567
POL029932,46,8794
POL041532,49,8794
POL019352,37,17804
POL012409,48,5410
POL045648,35,65567
POL037730,54,7788
POL041553,61,8794
POL010384,41,35036
POL041339,40,13051
POL054482,46,73430
POL016448,47,6112
POL051710,53,16733
POL055446,48,8794
POL013759,56,17804
POL027757,40,34738
POL058469,54,8794
POL024127,47,8794
POL031856,38,4076
POL036548,37,7788
POL050805,52,4990
POL015708,42,5410
POL042584,50,73430
POL035751,52,8794
POL020848,42,8794
POL049272,47,4076
POL040010,40,6108
POL000111,39,8794
POL043156,44,7788
POL025432,45,8794
POL004234,49,17804
POL012375,37,27003
POL012493,44,27003
POL004093,41,7788
POL057839,41,8794
POL012506,49,27003
POL051503,47,4076
POL013840,45,5410
POL040782,47,27003
POL007345,39,7788
POL017266,35,4076
POL017718,39,8794
POL015654,49,5410
POL010020,40,6112
POL020818,47,4076
POL058520,44,34738
POL020961,49,73430
POL012169,40,4076
POL023990,52,34738
POL055087,57,4076
POL019749,65,5410
POL004396,44,7788
POL031262,37,4076
POL007879,47,27003
POL021267,49,7788
POL005697,44,27003
POL032601,36,8794
POL021023,44,4076
POL004195,36,4076
POL056439,45,8794
POL034416,47,7788
POL031755,37,6112
POL048581,64,8794
POL044582,45,8794
POL010211,45,8794
POL058226,43,5410
POL032072,41,73430
POL021032,43,4076
POL005952,61,8794
POL050353,60,27003
POL016526,44,34738
POL001734,36,34738
POL011973,43,27003
POL028444,37,4990
POL017694,47,8794
POL041044,47,17804
POL038075,54,27003
POL017204,36,34791
POL057044,56,7788
POL026828,50,17804
POL046969,41,34738
POL026393,58,27003
POL040212,37,34738
POL038591,39,8794
POL033503,42,4076
POL002668,52,4076
POL058143,53,17804
POL042885,37,27742
POL030683,37,4076
POL037852,35,27003
POL020059,39,4076
POL003723,40,8794
POL034641,36,27003
POL013524,56,34738
POL021133,41,4076
POL037039,43,27003
POL026515,43,73430
POL007102,44,4076
POL005564,54,8794
POL000810,52,8794
POL034534,35,8794
POL005283,38,6108
POL027324,48,4076
POL034731,46,8794
POL025283,46,7788
POL023229,40,4076
POL004330,40,4076
POL018125,43,4076
POL054121,43,34738
POL035411,40,5410
POL026753,36,4990
POL038084,48,73430
POL014462,54,34738
POL001233,44,8794
POL009768,45,4990
POL021961,41,5410
POL033931,39,73430
