POLICY_ID,SUBSCRIPTION_LENGTH,REGION_CODE,SEGMENT
POL029392,2.5,C16,A
POL006566,9.5,C10,A
POL009771,12.1,C8,B2
POL038024,9.3,C8,A
POL037630,3,C2,A
POL054470,10.2,C8,C1
POL013475,9.3,C3,B1
POL044884,12.1,C2,B2
POL002655,4.7,C9,A
POL054794,0.6,C8,B2
POL050338,3.2,C9,A
POL052541,11.3,C14,C2
POL048789,8.1,C11,C2
POL044874,10.4,C8,B2
POL021336,4.5,C2,B2
POL052177,10.1,C8,A
POL030081,9.9,C13,A
POL044108,1,C3,C2
POL019364,11.1,C6,B2
POL023109,1.4,C3,A
POL005411,0.9,C5,B2
POL014210,11,C13,A
POL029363,5.4,C2,A
POL024159,8.2,C13,B2
POL027904,6.2,C8,A
POL044948,4.5,C14,A
POL044209,8.8,C14,C1
POL050112,5.9,C8,B1
POL032837,5,C8,C2
POL028442,11.4,C18,A
POL028599,5,C13,B2
POL009244,0.4,C3,A
POL018016,12,C2,C2
POL030863,9.7,C8,B2
POL036009,12.2,C7,C2
POL042672,5.7,C8,B2
POL016376,1.7,C3,B2
POL053289,0.8,C1,B2
POL051228,2.8,C7,C2
POL056581,4.6,C16,A
POL019332,5.8,C12,B2
POL041066,11.5,C8,B2
POL043154,10.6,C8,B1
POL043075,0.1,C5,A
POL043849,7.7,C5,A
POL033014,3.6,C3,A
POL036471,11.6,C8,B2
POL031300,10.6,C8,B2
POL020436,0,C6,C2
POL044220,8.4,C2,B1
POL054618,6.2,C11,C2
POL021572,9.7,C8,B2
POL047891,0.6,C3,B2
POL044705,7.2,C4,A
POL012227,9.2,C5,C2
POL042995,4,C2,B2
POL004351,6.3,C3,A
POL011017,4.4,C10,A
POL001451,2.5,C9,C2
POL033092,7.5,C12,A
POL056454,4.3,C3,A
POL019291,1.1,C3,A
POL049506,12.5,C2,C2
POL004243,1.1,C8,B2
POL041661,2.8,C2,B2
POL014479,5.4,C8,C1
POL001877,10.7,C14,B2
POL024136,7.4,C2,B2
POL007230,1.2,C5,C1
POL048398,7.8,C10,A
POL015114,5.2,C6,A
POL017308,4.4,C5,A
POL042685,2.4,C10,A
POL006474,10.8,C8,B2
POL048748,0.6,C2,C1
POL051885,11.4,C8,B2
POL046125,11.9,C8,B2
POL016734,11.7,C15,C2
POL016624,0.1,C2,B2
POL015242,1.5,C9,A
POL033963,8.6,C3,A
POL046363,10.9,C7,B2
POL043132,10.4,C2,C1
POL003511,8.7,C2,C2
POL046469,3,C5,B2
POL017674,2.1,C8,B2
POL003686,0.7,C3,A
POL019825,4.8,C2,A
POL043283,1.7,C6,B2
POL018849,6,C10,A
POL020679,4.3,C2,B2
POL007983,4.4,C2,B2
POL026478,5.4,C22,A
POL023603,2.8,C2,B2
POL014554,5.7,C16,A
POL017115,12.2,C8,C1
POL022639,1.3,C8,B2
POL013527,11.1,C5,C2
POL038647,11,C8,B2
POL052217,12.2,C12,B2
POL041111,9.8,C2,A
POL039654,5.2,C5,A
POL030921,1.8,C8,B2
POL018109,0.1,C8,C2
POL012540,2.5,C2,A
POL014486,12,C3,B2
POL057143,6.1,C12,B2
POL026021,4.2,C8,B1
POL012547,10.1,C8,C2
POL041567,12.3,C2,C2
POL052307,9.9,C1,B2
POL015326,10.8,C8,B2
POL057560,11.7,C3,C2
POL047783,1,C5,C2
POL033302,10.1,C8,C2
POL034559,2.3,C7,B2
POL027455,0.9,C9,C1
POL002751,7.7,C13,B1
POL011831,7.9,C13,A
POL030226,0.1,C3,B1
POL014394,5.8,C10,B1
POL012430,2.4,C8,B2
POL053976,6.4,C16,A
POL046917,10.8,C8,C2
POL032488,0.8,C15,C1
POL033231,9,C3,A
POL001749,11.8,C7,B2
POL001913,6.1,C4,B2
POL038560,11.1,C13,B1
POL017925,2.4,C11,A
POL057709,0.8,C13,C2
POL018116,2.6,C10,A
POL054073,3.2,C8,C2
POL056150,1.4,C9,C2
POL052241,5.9,C8,C2
POL029904,2.8,C8,B2
POL036643,1.8,C2,A
POL051482,11.5,C3,B1
POL037029,12.3,C8,B2
POL052661,7,C2,A
POL028458,1.8,C3,A
POL010065,2.4,C2,B1
POL018508,3.4,C17,A
POL058071,2.7,C12,C2
POL023775,3.8,C2,A
POL031134,9.3,C11,B2
POL048284,9.5,C7,A
POL038397,0.7,C3,A
POL032405,0.5,C1,A
POL055544,11.4,C14,C2
POL055086,10.9,C12,B2
POL029585,1.9,C8,C2
POL049522,4.8,C22,B2
POL017677,3.5,C8,C2
POL040788,11.8,C8,B2
POL036099,1.3,C8,C2
POL007502,10.5,C14,B2
POL000957,5.3,C14,A
POL005341,0.5,C3,B2
POL041937,1.7,C2,A
POL017619,7.9,C16,B2
POL053005,8.8,C3,A
POL005387,10.1,C1,C2
POL000212,11.7,C13,B2
POL010848,10.3,C10,B2
POL046082,10.6,C5,C2
POL021986,8.1,C8,B2
POL016726,11.9,C8,B2
POL015922,4.5,C14,C2
POL017654,5.7,C8,B2
POL053563,3.8,C8,B2
POL056914,0.1,C6,A
POL004367,0.6,C13,A
POL036250,11.6,C2,C2
POL000766,5.3,C5,C2
POL055251,11.4,C8,C2
POL025001,12.3,C10,C2
POL043185,1.2,C2,A
POL033889,3.2,C8,B2
POL008962,11.6,C10,A
POL020454,10.1,C14,B2
POL043679,7.6,C2,C2
POL011251,1.7,C9,B1
POL042428,1.5,C5,A
POL034510,4.9,C5,Utility
POL010775,11.1,C8,B2
POL026094,10.5,C3,B1
POL056017,1,C13,C2
POL026638,11.5,C12,C2
POL010266,3.9,C22,A
POL005946,2.4,C8,B2
POL008611,0.8,C15,A
POL031401,2.5,C2,C2
POL051456,10.5,C2,A
POL048606,0.4,C5,A
POL002734,4.8,C8,C2
POL041956,0.8,C21,A
POL036431,5,C8,C2
POL056490,7,C14,C2
POL034314,8.9,C16,A
POL037494,11.5,C14,C1
POL047348,4.5,C11,A
POL057149,8.5,C13,B2
POL044298,9.6,C3,A
POL015524,10.2,C5,B2
POL040191,12.1,C8,B2
POL021907,5,C3,A
POL015436,10.6,C2,B2
POL039034,5.9,C5,A
POL012461,11.6,C8,B2
POL005077,4.2,C12,C1
POL030542,4,C2,C2
POL037093,0.6,C3,A
POL007814,11.9,C14,B2
POL018904,4.4,C5,A
POL016978,12.2,C14,C2
POL014640,6.2,C2,A
POL014412,2.1,C11,C2
POL024160,4.9,C9,C2
POL001914,0.9,C15,C2
POL050414,10.9,C8,C2
POL047172,9.7,C19,C2
POL039699,11.6,C8,A
POL013788,0.9,C4,A
POL045731,0.9,C5,A
POL042307,12.4,C18,B1
POL021875,2.7,C1,C2
POL055934,2.4,C8,C2
POL008871,0.7,C7,B2
POL034057,2.9,C9,B2
POL014574,3.5,C5,A
POL004572,2.7,C3,C1
POL019387,4.6,C6,B2
POL046704,4.5,C7,A
POL032605,4,C2,A
POL046211,11.2,C13,C1
POL028952,1.9,C5,A
POL001632,10.4,C8,C2
POL048343,5,C13,B2
POL037327,0.5,C9,A
POL055319,10.5,C8,B2
POL048931,11.4,C8,C2
POL015459,0.6,C5,C1
POL054438,10.1,C3,A
POL032152,5.4,C6,Utility
POL048543,2.1,C3,C2
POL015548,2.6,C5,C2
POL053340,5.7,C19,B1
POL017016,2.4,C3,A
POL014370,12.4,C8,B2
POL025760,0.9,C5,C2
POL051102,9.1,C2,A
POL057117,0.7,C10,A
POL003364,4.1,C8,B2
POL014264,0.5,C16,A
POL050710,11,C19,B1
POL024152,7.9,C7,C1
POL046805,8.5,C5,C1
POL017668,1.7,C5,Utility
POL035141,2.5,C8,B1
POL018284,11.1,C10,A
POL006541,0.9,C13,B2
POL056927,0.8,C9,C2
POL018094,11,C5,C2
POL035955,1.2,C2,C1
POL025675,11.6,C7,A
POL008854,7.3,C8,B2
POL033860,5.1,C1,A
POL004701,7.8,C8,B2
POL027468,11.7,C14,C2
POL022165,10.6,C5,B2
POL038820,0.7,C8,A
POL032232,9.7,C5,B1
POL017439,9,C3,A
POL041962,5.7,C18,B2
POL008800,6.3,C10,A
POL014889,10.1,C8,B2
POL027880,0.3,C3,A
POL037723,2.5,C8,B2
POL018753,11.4,C8,C2
POL049776,10.4,C8,B2
POL009187,5.1,C5,A
POL011231,11.2,C5,B2
POL010694,1.5,C5,B2
POL033767,10.9,C11,B2
POL035680,6.5,C8,A
POL046588,6.1,C9,B2
POL047771,11.4,C8,C2
POL051175,8.5,C8,Utility
POL044515,0.3,C9,A
POL013859,3.4,C1,C2
POL011947,5.6,C14,B2
POL050807,4,C12,B1
POL024135,11.8,C8,B2
POL037197,6.4,C12,A
POL038353,2,C5,B2
POL023437,0.8,C8,B2
POL047243,4.6,C2,A
POL031883,9.7,C8,C2
POL016964,5.2,C8,B1
POL035063,11.6,C8,B2
POL046740,8.8,C3,B2
POL023370,12,C8,B1
POL017213,8.6,C8,A
POL050427,0.8,C9,C1
POL035510,10,C14,C2
POL043880,10.9,C8,B2
POL028796,0.6,C14,B2
POL008742,0.7,C7,A
POL007477,4.8,C12,C2
POL011615,0.3,C2,A
POL015945,7.8,C5,B2
POL039861,6.6,C12,B2
POL040325,4.6,C7,B1
POL012259,5.6,C3,B2
POL039028,7.4,C8,B2
POL012214,1,C7,C1
POL029362,2.3,C2,B2
POL054749,10.6,C9,C2
POL018565,0.5,C5,B1
POL048616,5,C9,C2
POL057301,5,C5,B2
POL006614,11.2,C8,B2
POL053848,10,C1,B2
POL002144,4.2,C11,A
POL017055,8.8,C2,C2
POL006956,5.1,C10,B2
POL047594,11.8,C12,C2
POL032212,0.9,C2,C2
POL053514,5,C3,B1
POL037549,4.8,C13,B2
POL031684,0.8,C10,B2
POL000300,0.9,C13,C2
POL024559,4.5,C8,B1
POL026117,8.8,C9,A
POL036042,5,C3,C2
POL017602,8.4,C8,A
POL028374,2.1,C12,A
POL043895,11.4,C2,B2
POL011550,10.2,C8,B2
POL017119,10.8,C8,C2
POL051796,6.5,C7,A
POL055875,0.5,C13,C2
POL014269,11,C8,C2
POL041046,10,C8,A
POL046245,5.6,C13,A
POL031204,8.8,C8,C2
POL029134,11,C2,B1
POL040907,10.2,C8,B2
POL040605,8.6,C5,C1
POL056340,5.9,C1,A
POL003051,8,C13,B2
POL026385,5.5,C8,C1
POL007626,1,C1,B2
POL023629,10,C8,B1
POL054766,9.2,C5,A
POL035162,0.9,C9,B2
POL008467,11.2,C13,C2
POL028940,0.7,C2,A
POL014223,9.3,C10,A
POL011951,0.9,C9,A
POL012928,5.7,C3,A
POL049473,1.7,C2,B2
POL002743,7.8,C8,B2
POL034603,9.8,C3,C2
POL022086,10.8,C8,B2
POL042904,10.6,C5,C2
POL024438,4.3,C15,C2
POL052816,0.9,C13,C2
POL000360,2.5,C2,C2
POL018300,1.1,C9,A
POL027870,10.6,C10,C2
POL049452,0.6,C13,B1
POL040130,10.6,C2,B2
POL021260,12.4,C8,C2
POL025604,6,C19,B2
POL013942,12.1,C9,C2
POL048173,11,C14,C2
POL054821,9,C13,B2
POL036675,0.9,C8,C2
POL032281,5.5,C5,C2
POL005186,10.7,C14,C2
POL049276,4.2,C22,A
POL033725,12.3,C8,B2
POL047302,1.8,C2,C2
POL031072,8.1,C8,B2
POL001969,2.1,C3,A
POL009119,7.5,C5,A
POL008383,0.8,C7,C2
POL028491,8.9,C2,A
POL000935,8.1,C8,B1
POL052482,1.5,C14,A
POL044193,0.4,C8,C2
POL028500,12.2,C13,B2
POL057134,0.5,C10,A
POL027315,12.3,C11,C1
POL026711,8.2,C5,A
POL056107,2.5,C1,A
POL000803,10.4,C13,C2
POL047168,0.9,C2,C2
POL029742,6.5,C2,A
POL055448,2,C1,B2
POL040934,11.1,C8,B2
POL055541,3.3,C2,B2
POL009883,11.4,C8,B2
POL008067,2.2,C8,B2
POL022480,12.4,C8,C2
POL047559,10.7,C8,B2
POL015649,10.8,C5,C1
POL025089,0.7,C3,A
POL027555,2.2,C7,B2
POL041663,6.1,C8,C2
POL029451,9.5,C2,A
POL050620,12,C14,C2
POL027165,2.9,C10,C2
POL035166,6.8,C3,A
POL025837,1.2,C12,A
POL018882,0.1,C8,Utility
POL050784,0.6,C2,B2
POL022305,2.3,C4,B2
POL020300,1.6,C14,C2
POL004012,1.9,C8,C2
POL019001,0.8,C9,A
POL046904,4.6,C2,B2
POL011163,3.3,C9,B2
POL033368,1,C15,B2
POL010451,4.2,C14,B2
POL030842,0.9,C4,B2
POL009535,0.1,C14,B2
POL057195,0.8,C2,B1
POL016931,12.4,C13,B2
POL030282,7.5,C8,B2
POL020651,7.6,C5,A
POL012590,12,C8,A
POL006025,11.8,C14,C2
POL030160,2.6,C17,A
POL018256,0.6,C9,B2
POL054612,10.2,C12,B2
POL019304,12.4,C13,C2
POL004911,5.5,C22,B2
POL042062,0.4,C8,B2
POL021465,5.2,C17,A
POL033602,4.4,C3,A
POL004696,11.8,C15,A
POL058447,3.9,C8,C2
POL016700,3,C13,C2
POL017518,2.2,C2,A
POL030559,6.9,C14,C1
POL020224,0.3,C2,A
POL046505,5,C7,C2
POL018987,9.1,C14,C1
POL021765,8.3,C3,A
POL055094,5.8,C3,B2
POL056531,0.9,C3,B1
POL043838,5.7,C8,B2
POL014201,5.8,C15,B2
POL011752,8.6,C14,B2
POL009209,0.9,C5,C1
POL046108,1,C13,C2
POL057604,3.9,C13,A
POL035650,10.7,C8,B2
POL014406,12.2,C10,B2
POL010139,7.5,C11,A
POL038621,2.9,C14,C2
POL052080,11.7,C9,Utility
POL054349,1.2,C13,A
POL005064,2.3,C14,A
POL052046,6.4,C2,A
POL041285,3.8,C10,B2
POL027848,8.6,C13,A
POL050904,4.1,C8,B2
POL027992,0.1,C1,A
POL043280,0.9,C18,A
POL037000,5.2,C1,B2
POL043321,2.6,C9,A
POL011638,0.8,C3,B2
POL021503,1.4,C2,C2
POL001324,2.9,C8,C2
POL027512,11.2,C2,A
POL027260,11.8,C8,B2
POL013236,6.6,C5,A
POL044464,9.1,C5,A
POL019268,10.2,C12,B2
POL036463,3.3,C3,A
POL034929,11.8,C8,B2
POL057686,1.9,C5,B2
POL044809,10.4,C13,C2
POL028504,11.8,C8,B2
POL045351,0.4,C3,B2
POL054541,3.2,C7,A
POL049683,2.4,C4,B2
POL000907,2.2,C2,C2
POL033060,6.9,C3,A
POL015721,5.6,C8,B2
POL014138,6.3,C8,B2
POL050491,10.3,C15,A
POL058253,1.9,C8,B2
POL005537,7,C10,A
POL022316,0.9,C10,C2
POL010714,0.4,C3,A
POL024773,5.1,C2,C1
POL050068,5.6,C5,A
POL020860,3.3,C19,A
POL019139,4.3,C2,A
POL033464,12.2,C7,B2
POL049208,5.8,C11,C1
POL055822,7.7,C3,A
POL036891,11,C2,B1
POL045083,3.4,C10,A
POL018183,1.1,C8,C2
POL042215,0.3,C5,A
POL036399,0.4,C3,A
POL044708,6.5,C3,A
POL021318,0.6,C2,A
POL040951,5.7,C9,C2
POL030053,2.4,C2,B1
POL004401,10.7,C6,A
POL020897,2.5,C8,C2
POL045571,3,C7,A
POL003921,10.6,C5,A
POL037116,3.6,C8,A
POL047221,1.9,C8,B2
POL042804,0,C22,B2
POL049967,1,C3,C2
POL004926,10,C14,A
POL007608,7,C12,A
POL010076,3.2,C2,B2
POL047675,11.8,C5,B1
POL025040,0.6,C14,B2
POL035694,2.1,C3,A
POL015277,0.2,C8,C1
POL014964,10.8,C2,C2
POL032043,3,C8,B2
POL011401,2.4,C1,A
POL033733,3.3,C2,A
POL054965,9.5,C8,C2
POL018226,7.6,C8,C2
POL056834,1.1,C5,C1
POL035803,8.8,C5,A
POL044906,10.3,C8,C2
POL049151,0.8,C8,B2
POL051070,3.6,C8,C2
POL036780,10.2,C5,B2
POL042440,4.7,C5,A
POL055539,3.1,C2,A
POL048304,5.1,C5,A
POL020785,10.2,C8,Utility
POL016429,10.2,C2,C2
POL025593,2.4,C2,B2
POL037268,11.4,C8,B2
POL015988,6.9,C13,A
POL035006,10.9,C9,C2
POL057311,5.7,C19,B2
POL042856,12.3,C14,C1
POL002264,2.8,C3,A
POL011543,6.7,C8,B1
POL013963,11.3,C5,C2
POL001871,5.2,C10,B2
POL025866,3.2,C8,B2
POL039160,3.2,C15,A
POL017062,11.6,C14,B2
POL045668,10.6,C14,C1
POL024947,3.2,C8,B2
POL017120,12.5,C8,B2
POL043621,6.2,C8,B2
POL041001,6.7,C9,A
POL012961,8.7,C8,B2
POL039308,1,C8,B2
POL023500,0.4,C8,B2
POL012518,2.9,C2,A
POL035710,12.4,C8,B2
POL011232,11.9,C19,C1
POL017526,0.7,C17,A
POL015266,3.5,C8,B2
POL001692,12.3,C8,B2
POL033934,0.8,C10,C2
POL025722,10.1,C8,B1
POL051998,11.6,C8,B1
POL011283,11.8,C2,B2
POL054828,6.5,C8,B1
POL039898,11.5,C9,B2
POL001129,10.8,C2,A
POL004128,0.9,C10,B2
POL036059,12.1,C2,B2
POL018315,6.1,C7,Utility
POL053257,10.1,C2,C2
POL025823,2.3,C3,A
POL007851,7.6,C10,A
POL026110,10.4,C2,C2
POL053907,0.6,C5,A
POL057597,5,C2,A
POL049993,9.5,C9,A
POL049526,2.3,C8,C2
POL038039,0.1,C14,C2
POL053542,11.5,C3,A
POL046057,0.8,C2,B1
POL049525,6.6,C11,B2
POL030367,12.3,C19,B2
POL042786,1.4,C5,B1
POL026597,5.1,C3,A
POL011259,1,C13,B2
POL043976,10.8,C12,C2
POL015782,1.4,C13,C2
POL005435,5.3,C14,C1
POL012662,7.3,C8,C2
POL037531,5.2,C8,C1
POL048550,8.2,C8,A
POL039660,6.1,C8,B2
POL019911,1.9,C5,C1
POL034499,2.4,C5,A
POL052849,10.8,C11,B2
POL047373,1,C14,C2
POL054229,5.8,C8,B2
POL018726,2.8,C8,C2
POL021815,10.6,C2,B2
POL004995,8.5,C3,A
POL029036,0.4,C13,A
POL047644,8.2,C11,A
POL047011,4.2,C3,A
POL055108,12.1,C12,C2
POL029075,2.2,C8,C1
POL054021,7.4,C8,B2
POL020507,11.2,C14,C2
POL034212,4,C3,A
POL043642,1.1,C14,C2
POL049288,11.4,C10,B2
POL042571,1.9,C5,C1
POL008998,6,C8,C2
POL047326,0.9,C15,C1
POL041302,10,C15,C2
POL046008,10.3,C8,C2
POL005259,5.3,C13,A
POL004557,10.8,C3,A
POL058532,3.2,C8,C2
POL046782,2.8,C10,B2
POL019258,11.6,C8,B2
POL015594,0.9,C19,C2
POL000598,2.1,C5,A
POL022522,0.4,C5,A
POL000719,0.4,C2,C2
POL008612,11.1,C8,B2
POL053925,0.9,C13,B2
POL041899,1,C8,B2
POL048472,0.3,C5,B2
POL040432,2,C12,A
POL046554,12.2,C21,C2
POL020960,3,C2,B2
POL039150,2.6,C10,C1
POL029867,3,C5,A
POL015606,2.1,C19,B2
POL039757,8.6,C18,A
POL026943,12.1,C2,C1
POL021222,11.4,C15,B1
POL058120,11.3,C2,A
POL002500,5.4,C8,A
POL004120,2.5,C19,B2
POL032117,0.3,C3,B2
POL010877,5.6,C5,A
POL032625,9.5,C2,C1
POL018621,1,C11,C1
POL036773,8.2,C2,C2
POL036847,9.4,C5,B2
POL002005,8.7,C8,C1
POL031795,1,C10,A
POL048062,1.8,C5,A
POL015806,7.3,C10,A
POL047961,5.8,C3,A
POL015795,10,C2,B2
POL031570,5.5,C10,C2
POL013733,11.5,C13,C2
POL016913,11.2,C20,C2
POL040793,9,C4,A
POL043028,9.3,C6,A
POL043890,10.4,C1,B2
POL017428,10.4,C10,B1
POL032658,8.8,C8,B2
POL051121,1.9,C4,C2
POL016840,11.8,C10,B2
POL003374,0.9,C5,A
POL039364,1.6,C5,A
POL051886,7.6,C8,C2
POL008868,10.6,C11,B2
POL050831,12,C3,C1
POL039430,1.4,C7,A
POL002728,5.1,C11,A
POL033048,8.2,C14,B2
POL035264,11.9,C3,C2
POL005083,10.2,C13,B1
POL032630,11.2,C2,B2
POL035448,11.9,C13,B2
POL057026,2.3,C12,A
POL004309,0.2,C1,A
POL057882,5,C8,B1
POL045266,0.8,C7,B1
POL002235,11.4,C8,C2
POL042592,3.5,C3,B2
POL050253,11.4,C7,B2
POL004213,11.4,C13,C2
POL021622,7.7,C7,C1
POL009223,5.8,C8,B2
POL006479,11.9,C8,C2
POL006683,3.9,C12,C1
POL030189,4.2,C8,B2
POL019103,1.8,C1,A
POL036679,0.7,C4,B1
POL001015,1,C14,A
POL029781,6.4,C5,A
POL050672,3.3,C10,A
POL009907,6.6,C5,C2
POL030256,12.3,C8,B2
POL052463,3.9,C14,C1
POL013739,5.2,C9,B2
POL042541,0.8,C10,C2
POL033866,11,C8,B2
POL055414,3.5,C3,A
POL052994,12,C2,B2
POL046002,11,C13,C2
POL003848,0.8,C5,B2
POL018466,11.7,C5,B1
POL046871,1.5,C13,B2
POL027508,0.9,C7,A
POL038963,0.7,C10,B1
POL036841,5.5,C4,C2
POL000563,0.8,C5,C2
POL028954,9.7,C3,B2
POL010160,1.7,C2,B2
POL023879,1.1,C2,A
POL040613,11,C3,A
POL003462,10.5,C8,C1
POL058237,11.3,C13,C2
POL041528,12.1,C5,C2
POL038900,11.5,C8,B2
POL022917,10.3,C8,B2
POL055033,5.4,C5,A
POL028245,12.1,C14,B1
POL045115,2.2,C10,A
POL045399,3.2,C1,A
POL017371,6.1,C8,A
POL008848,11.7,C10,B2
POL040106,11.6,C6,B2
POL012293,10.6,C13,B2
POL029549,12.4,C8,B2
POL021946,10.7,C3,A
POL046342,10.4,C14,B2
POL012464,1.4,C5,A
POL025468,8.6,C3,A
POL044881,4,C5,A
POL057575,0.7,C8,C2
POL040374,10.5,C11,C1
POL005160,11.6,C2,B2
POL057765,0.5,C8,C2
POL045882,8.5,C17,A
POL030192,7.7,C14,C1
POL038425,10,C2,C2
POL021021,11.9,C14,B2
POL002122,0.8,C8,B1
POL048107,10.9,C19,B2
POL000646,2,C8,B2
POL038200,1.5,C8,A
POL007698,3,C2,B2
POL029016,9,C8,B2
POL002623,6.5,C5,C2
POL008371,2.6,C8,C2
POL009776,12.3,C14,C2
POL056869,2.7,C8,B2
POL004335,8.2,C3,A
POL001741,7.8,C8,C2
POL029603,0.8,C12,B1
POL006011,0,C14,A
POL006377,1.3,C16,A
POL041748,9.1,C3,A
POL026163,6.4,C3,C2
POL052474,2.2,C2,A
POL012144,3.9,C14,A
POL010427,11.3,C8,B2
POL058261,11.2,C13,B1
POL016657,10.3,C8,C2
POL001724,2.5,C8,B2
POL057775,10.1,C5,C2
POL020569,10.7,C5,B2
POL005040,0.3,C10,A
POL036274,1,C5,C2
POL052375,11.3,C8,B2
POL016227,4.3,C14,C2
POL004338,10,C17,B2
POL008490,7,C5,A
POL013250,8,C3,A
POL029572,6.9,C6,A
POL046838,0.8,C5,B2
POL000830,5.2,C2,B2
POL011479,9.8,C3,A
POL023100,10.1,C2,A
POL001505,0.2,C19,C2
POL046233,1,C7,B2
POL038097,10.5,C8,B2
POL032629,8.6,C8,B1
POL007426,10.9,C8,C2
POL030293,2.5,C2,A
POL020994,11.7,C22,B1
POL034266,7.9,C3,A
POL048282,0.9,C5,B2
POL007385,1.4,C8,C2
POL040048,11.5,C8,C2
POL027616,5.4,C8,A
POL020373,0.9,C21,B2
POL010874,11.1,C8,C2
POL053675,0.7,C8,C2
POL054239,1.5,C5,A
POL025296,1.4,C13,A
POL031976,12.4,C8,B2
POL015944,8.8,C14,A
POL024933,11.3,C8,B2
POL045784,1.9,C5,A
POL055402,2.3,C1,A
POL036872,5.2,C5,B1
POL056878,10.2,C13,B2
POL044545,0.7,C2,C2
POL028235,11.4,C8,C2
POL039020,11.4,C8,B2
POL019432,8.1,C8,B1
POL041449,7,C4,C2
POL036151,4.6,C14,C2
POL042101,2.9,C2,B2
POL040096,6.2,C8,B2
POL040090,0.6,C13,C2
POL043491,6.3,C8,B1
POL005766,11,C8,C2
POL022673,8.5,C5,A
POL004488,11.3,C7,B2
POL050399,6.6,C5,B2
POL048144,2.9,C9,A
POL003319,3.3,C5,A
POL017110,7.2,C15,A
POL046003,4.3,C2,B2
POL037642,9.1,C5,C2
POL012101,1.2,C5,A
POL015783,3.6,C8,C2
POL013944,11,C10,A
POL036557,1.3,C5,A
POL035515,0.2,C8,A
POL008115,6.5,C3,A
POL006556,7.4,C3,A
POL039213,10.5,C8,C2
POL023397,10.6,C11,B2
POL025883,8.7,C5,A
POL032786,3.2,C3,A
POL015297,0.8,C8,B2
POL038440,11.7,C5,B2
POL035249,8.9,C8,C2
POL057950,4.7,C3,A
POL050864,3.6,C5,A
POL024720,1.6,C10,B2
POL012913,3.7,C8,C2
POL017271,0.9,C5,C2
POL011079,11.4,C14,C2
POL033479,3.7,C8,C2
POL015690,8.3,C2,B2
POL050090,10.2,C6,B2
POL055894,10.3,C2,C2
POL040504,3.2,C2,A
POL000370,12.4,C8,B2
POL053419,4.7,C2,A
POL018613,4.4,C8,C2
POL025052,0.4,C7,B2
POL038730,0.3,C4,A
POL038130,0.1,C2,C1
POL024021,11.8,C14,B2
POL011673,2.8,C10,A
POL056718,2.7,C3,A
POL040003,6,C9,A
POL039586,12.3,C11,B2
POL000048,0.8,C3,C2
POL027405,5.3,C4,A
POL010538,1,C7,B1
POL029076,0.7,C2,A
POL016341,6.2,C9,B2
POL049986,12.2,C3,B2
POL037303,10.9,C8,C2
POL007717,11.7,C9,B2
POL033822,6.8,C8,C2
POL023673,0.8,C8,B2
POL056698,3.6,C3,Utility
POL029209,2.6,C5,A
POL039289,11.5,C8,B2
POL033492,4.9,C3,A
POL031352,3,C2,A
POL057742,0.3,C1,A
POL005677,11.1,C8,B2
POL014598,11.4,C10,B1
POL001278,2.6,C5,B2
POL007700,5.5,C5,C2
POL007251,1.7,C14,C2
POL033681,3.7,C14,C2
POL035822,2.2,C8,A
POL040243,1.4,C5,A
POL038882,0.8,C5,B2
POL029686,5.6,C5,A
POL022279,11.2,C2,B2
POL058173,2.1,C8,B2
POL003563,4.5,C21,A
POL022601,4.7,C3,A
POL031046,10.8,C8,C2
POL019195,3.8,C8,C2
POL055639,0.2,C3,A
POL030833,9,C8,B2
POL038016,0.9,C1,C1
POL008897,0.7,C19,C2
POL040895,5.3,C9,C2
POL057722,11.8,C11,A
POL020865,10.2,C2,C2
POL009674,5.4,C3,C2
POL019986,8.5,C8,C2
POL021821,10.7,C8,C2
POL026288,7.4,C10,A
POL020328,1.7,C8,B1
POL037545,10.3,C3,A
POL048795,5.4,C9,C1
POL000122,12.3,C2,A
POL017162,1,C9,B1
POL018646,2,C5,B1
POL000659,10.5,C10,C1
POL002558,1,C5,C2
POL014721,9,C8,B2
POL011665,0.8,C5,B2
POL022110,5,C3,A
POL024653,1,C5,C1
POL055758,2,C9,B2
POL011990,0.8,C8,B2
POL047144,11.7,C8,B2
POL037947,11.5,C8,C2
POL010027,1.1,C18,A
POL050238,0.4,C10,A
POL005797,11,C1,B1
POL021512,0.9,C2,B2
POL055838,1.5,C8,C2
POL031263,4.7,C14,C2
POL005431,5.4,C9,A
POL035849,3.4,C8,C2
POL034580,10.2,C10,A
POL004870,9.9,C12,Utility
POL049239,3.5,C6,A
POL048559,10.8,C13,B2
POL027703,3,C17,B2
POL000593,2.1,C21,A
POL040689,7.7,C8,C2
POL035343,9,C8,C2
POL052214,11.9,C2,B2
POL043692,1.8,C5,A
POL029439,3.8,C9,A
POL051363,12,C8,A
POL033979,5.7,C8,C1
POL027804,0.6,C8,A
POL034691,3.2,C13,A
POL017083,1,C7,A
POL057730,0.9,C10,B2
POL043568,1.9,C5,A
POL005262,11.1,C2,A
POL003864,12.1,C9,C2
POL038245,5.9,C13,C2
POL001371,9.2,C8,C2
POL057205,11.2,C2,B2
POL057155,7,C9,A
POL011341,8.6,C5,A
POL037628,1.5,C8,A
POL056527,0.9,C5,B2
